"","X.2","X.1","X","Run","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","Experiment","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","SampleName","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash","Status"
"38",38,38,38,"ERR5077151","2021/01/30 14:48:05","2021/01/31 14:20:49",733585,200740584,0,273,55,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era16/ERR/ERR5077/ERR5077151","ERX4883304","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5541602","SAMEA7794335","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7794335",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3253439",NA,"public","96919CFDFDED82DCBAEB15F12F0B4F2E","15F2658F7E0DABCA6E7532BB421C0A52","Complete"
"39",39,39,39,"ERR5077411","2021/01/30 14:53:53","2021/01/31 14:22:20",328662,87442422,0,266,24,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5077/ERR5077411","ERX4883566","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5541864","SAMEA7794598","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7794598",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3254214",NA,"public","A91635DCE6C09965C1851354205E7D28","AE31769E06EC96DE18F6DF7F9AADF721","Complete"
"40",40,40,40,"ERR5077618","2021/01/30 15:01:46","2021/01/31 15:20:58",377108,98961508,0,262,28,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era16/ERR/ERR5077/ERR5077618","ERX4883773","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5542069","SAMEA7794803","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7794803",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3254835",NA,"public","BEACAEB2066F0976E749A5F91691C2C5","0C6D2E264E4011FCA63DC629B87C3D50","Complete"
"41",41,41,41,"ERR5077713","2021/01/30 15:01:47","2021/01/31 15:22:09",1027579,255134514,0,248,71,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5077/ERR5077713","ERX4883868","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5542163","SAMEA7794897","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7794897",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3255123",NA,"public","218E2EECF007EE46ADFC21F215A5D861","9D557D888B32390BFEEEF22791023AE3","Complete"
"42",42,42,42,"ERR5077924","2021/01/30 15:18:37","2021/01/31 15:22:43",590911,157925108,0,267,45,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR5077/ERR5077924","ERX4884081","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5542377","SAMEA7795111","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7795111",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3255758",NA,"public","92686BBEE5299963286BA314E1F51DD2","4A7BEBEFF856680C3B0B043690196227","Complete"
"43",43,43,43,"ERR5078210","2021/01/30 15:23:35","2021/01/31 16:31:47",508336,122587549,0,241,35,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5078/ERR5078210","ERX4884365","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5542659","SAMEA7795394","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7795394",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3256610",NA,"public","6EDF24F1B6EB89686398F4BCEE251B3E","B29CDB108772240C77A752E2D8318C47","Complete"
"44",44,44,44,"ERR5078519","2021/01/30 15:27:39","2021/01/31 17:23:42",737882,193656763,0,262,44,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5078/ERR5078519","ERX4884673","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5542969","SAMEA7795704","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7795704",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3257541",NA,"public","E179128FC3DE4E9A025B9F98E21AFC15","5F869C774F378AED5F1218FA09046321","Complete"
"45",45,45,45,"ERR5078863","2021/01/30 16:22:47","2021/01/31 18:26:27",405727,104319324,0,257,29,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR5078/ERR5078863","ERX4885018","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5543315","SAMEA7796051","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7796051",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3258575",NA,"public","CD1A8DD4989A632292BFDCCED1394B36","5164614414CC9D483C368CD63889A217","Complete"
"46",46,46,46,"ERR5078897","2021/01/30 16:22:47","2021/01/31 18:27:09",101840,41688481,0,409,9,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era14/ERR/ERR5078/ERR5078897","ERX4885054","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5543349","SAMEA7796085","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7796085",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3258675",NA,"public","979C85AABD6DAF89C0A81E0365613F82","12AA6CB92AD9F7FAD447625CC39398E2","Complete"
"47",47,47,47,"ERR5079000","2021/01/30 16:22:50","2021/01/31 18:50:38",801751,186679835,0,232,55,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5079/ERR5079000","ERX4885157","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5543455","SAMEA7796191","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7796191",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3258993",NA,"public","DB0E2ACBC4D8596736B9421612968DF4","F9568C39BBAA0EA1E96FC415906519E8","Complete"
"48",48,48,48,"ERR5079423","2021/01/30 16:26:49","2021/01/31 20:26:11",893865,229316310,0,256,69,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5079/ERR5079423","ERX4885579","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5543877","SAMEA7796613","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7796613",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3260258",NA,"public","61604AC47157F8E5D4C41574D0B18CBD","BF5E7AA10F59D4080D881FA402F22ED5","Complete"
"49",49,49,49,"ERR5079699","2021/01/30 16:56:54","2021/01/31 20:27:40",310178,123548154,0,398,28,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR5079/ERR5079699","ERX4885859","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5544157","SAMEA7796894","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7796894",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3261091",NA,"public","34633B716DA2F3D5E6AC3CF98EA91B3A","73ADA98A9F066F9E7CDAC140E1D01BC4","Complete"
"50",50,50,50,"ERR5080131","2021/01/30 17:11:06","2021/01/31 21:48:48",441890,105425843,0,238,30,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5080/ERR5080131","ERX4886295","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5544599","SAMEA7797336","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7797336",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3262406",NA,"public","C4135E7F47897DBEAFD6DD8F3311F6D9","DE93F443D2382B7CC280DE4F1BDFA6ED","Complete"
"51",51,51,51,"ERR5080159","2021/01/30 17:11:06","2021/01/31 21:49:07",293112,116866061,0,398,27,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5080/ERR5080159","ERX4886323","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5544628","SAMEA7797365","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7797365",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3262481",NA,"public","65A220FE17FC2467D17152A46610BBE6","355D662EAEC024C47D9440BA1A11B250","Complete"
"52",52,52,52,"ERR5080327","2021/01/30 17:16:45","2021/01/31 22:31:23",478349,129106323,0,269,36,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR5080/ERR5080327","ERX4886491","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5544792","SAMEA7797530","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7797530",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3262985",NA,"public","D0B8E21564B87DE29002E126ECD86BFA","61AFB511506DD90EC4D46CB3BF39D1B6","Complete"
"53",53,53,53,"ERR5080504","2021/01/30 17:56:46","2021/01/31 22:32:16",1079705,281627760,0,260,82,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5080/ERR5080504","ERX4886669","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5544965","SAMEA7797703","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7797703",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3263511",NA,"public","BC56C3A32656A496367E3CD955E68220","D7BB8EF020629B407D68B7B65AC1BEA6","Complete"
"54",54,54,54,"ERR5081077","2021/01/30 18:01:54","2021/01/31 23:56:15",645270,178147596,0,276,41,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5081/ERR5081077","ERX4887241","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5545535","SAMEA7798274","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7798274",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3265226",NA,"public","4156491AE719784E07706941167EF76F","1B74D6E67687AC9043D8E72F22DF05F4","Complete"
"55",55,55,55,"ERR5081293","2021/01/30 18:08:47","2021/02/01 00:12:35",620129,155027734,0,249,44,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR5081/ERR5081293","ERX4887457","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5545749","SAMEA7798488","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7798488",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3265871",NA,"public","50EE7C3685DDA7798EA9E41DE82828A8","672BD08F22CB0C69E04E201ED1982BEB","Complete"
"56",56,56,56,"ERR5081836","2021/01/30 18:50:36","2021/02/01 01:54:31",173331,45319660,0,261,10,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era15/ERR/ERR5081/ERR5081836","ERX4887999","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5546287","SAMEA7799027","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7799027",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3267493",NA,"public","045D875CC6BECC2E2BB91623AA192181","ECEE45F7ED7FC2D601768A15D0CCAC03","Complete"
"57",57,57,57,"ERR5082214","2021/01/30 19:06:17","2021/02/01 01:59:57",344960,93571215,0,271,26,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR5082/ERR5082214","ERX4888377","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5546655","SAMEA7799395","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7799395",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3268619",NA,"public","363C694CA4AB5DCBDEC106DA9A5539B0","5EB02B92ACF7AF319B9C6113E7FA4965","Complete"
"58",58,58,58,"ERR5082346","2021/01/30 20:08:27","2021/02/01 02:03:39",492383,136707664,0,277,32,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5082/ERR5082346","ERX4888509","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5546785","SAMEA7799525","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7799525",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3269010",NA,"public","12C1A4F96F4E6C894FA9E7379B80B8AD","468B6D950910A22EBD79AFC6C2DB691F","Complete"
"59",59,59,59,"ERR5082477","2021/01/30 20:18:01","2021/02/01 02:07:23",879595,229419331,0,260,66,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR5082/ERR5082477","ERX4888639","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5546914","SAMEA7799654","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7799654",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3269404",NA,"public","4299B2530B31FF7985D8134D0F35170A","0FF61BBEE4C458BE5F0697C213133BFE","Complete"
"60",60,60,60,"ERR5082599","2021/01/30 20:18:04","2021/02/01 02:53:29",1104319,284573671,0,257,88,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR5082/ERR5082599","ERX4888762","","WGS","PCR","VIRAL RNA","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5547036","SAMEA7799777","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7799777",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"BARTS HEALTH NHS TRUST","ERA3269769",NA,"public","C88410E9CD7A1DEC810FD7BA8CCF7AD8","18D481F420D7E8E8B3549F7656FCB46E","Complete"
"61",61,61,61,"ERR5082673","2021/01/30 20:44:39","2021/02/01 02:53:32",210743,85653981,0,406,18,"assembly","https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR5082/ERR5082673","ERX4888836","","WGS","PCR","GENOMIC","SINGLE",0,0,"ILLUMINA","Illumina MiSeq","ERP121228","PRJEB37886",NA,629258,"ERS5547108","SAMEA7799849","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","SAMEA7799849",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UNIVERSITY COLLEGE LONDON HOSPITAL","ERA3269988",NA,"public","C4E1AEDA45C66FE9D099DB079E7332CF","79DD0BFFFAD716694946B0D422111CC5","Complete"
"62",62,62,62,"SRR12749716","2020/09/30 17:45:48","2020/09/30 17:42:48",497260,124812181,0,250,28,"MN985325.1.gbk","https://sra-download.ncbi.nlm.nih.gov/traces/sra55/SRR/012450/SRR12749716","SRX9221676","0714201000-1","WGS","PCR","VIRAL RNA","PAIRED",0,0,"ILLUMINA","Illumina MiSeq","SRP285952","PRJNA666696",NA,666696,"SRS7455377","SAMN16320578","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","hCoV-19 Challenge Stock: 071420-1000_Rep1",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UW-MADISON","SRA1136466",NA,"public","E549D2D7FB5C42CCE1D2F6D4A1511037","930EB6B8AA5090A36E7EA5A21F3B0C71","Complete"
"63",63,63,63,"SRR12749715","2020/09/30 17:45:48","2020/09/30 17:42:51",499603,125400271,0,250,32,"MN985325.1.gbk","https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/012450/SRR12749715","SRX9221677","0714201000-2","WGS","PCR","VIRAL RNA","PAIRED",0,0,"ILLUMINA","Illumina MiSeq","SRP285952","PRJNA666696",NA,666696,"SRS7455378","SAMN16320579","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","hCoV-19 Challenge Stock: 071420-1000_Rep2",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UW-MADISON","SRA1136466",NA,"public","651E61F2C689E0AB13694090128C679A","A3F1558D6C4D73CD6B1920040B34A704","Complete"
"64",64,64,64,"SRR12749722","2020/09/30 17:45:48","2020/09/30 17:42:52",499792,125447711,0,250,27,"MN985325.1.gbk","https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/012450/SRR12749722","SRX9221670","0825201300-1","WGS","PCR","VIRAL RNA","PAIRED",0,0,"ILLUMINA","Illumina MiSeq","SRP285952","PRJNA666696",NA,666696,"SRS7455371","SAMN16320582","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","hCoV-19 Challenge Stock: 082520-1300_Rep1",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UW-MADISON","SRA1136466",NA,"public","59ACBAF4F49B951A320359998DA273D2","D04D61DDF76A7C727E05B81D4765622B","Complete"
"65",65,65,65,"SRR11433893","2020/03/27 11:52:54","2020/05/03 09:20:34",37941,18401180,0,484,14,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra48/SRR/011165/SRR11433893","SRX8012321","WI11_artic","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","GridION","SRP253728","PRJNA614504",NA,614504,"SRS6385891","SAMN14468538","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","hCoV-19/USA/WI-11/2020",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UW-MADISON","SRA1059872",NA,"public","B5C3D4566FB31774F4B434377109F3E8","CF57E0ABA4852C3E84064C0F5C6E09C9","Complete"
"66",66,66,66,"SRR11433888","2020/03/27 11:52:54","2020/05/03 08:51:27",37812,18331321,0,484,14,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/011165/SRR11433888","SRX8012326","WI13_artic","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","GridION","SRP253728","PRJNA614504",NA,614504,"SRS6385896","SAMN14468540","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","hCoV-19/USA/WI-13/2020",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UW-MADISON","SRA1059872",NA,"public","FA605C54A47ADCA3E817262E787DF4AB","F264486F5AC5607CAE9B33EB6DF81AC2","Complete"
"67",67,67,67,"SRR11433882","2020/03/27 11:52:54","2020/05/03 09:03:29",38398,18600893,0,484,15,"MN908947.3","https://sra-download.ncbi.nlm.nih.gov/traces/sra71/SRR/011165/SRR11433882","SRX8012332","WI19_artic","WGS","PCR","VIRAL RNA","SINGLE",0,0,"OXFORD_NANOPORE","GridION","SRP253728","PRJNA614504",NA,614504,"SRS6385902","SAMN14468546","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","hCoV-19/USA/WI-19/2020",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UW-MADISON","SRA1059872",NA,"public","A02F152CFBA3241B1D36B61DCF48A600","E40E98508CD745519E1C52B3DDA79CE4","Complete"
"68",68,68,68,"SRR12845710","2020/10/26 10:51:59","2020/10/20 12:54:06",14351072,2102272218,14329977,146,519,"GRCH38","https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/012544/SRR12845710","SRX9312994","Library_11","WGS","RANDOM","VIRAL RNA","PAIRED",0,0,"ILLUMINA","NextSeq 550","SRP287708","PRJNA669945",NA,669945,"SRS7537960","SAMN16481276","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","isolate_11",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UCL","SRA1145348",NA,"public","C7B0747F49BE22861AAE103AC57DE9A5","58C5057C6630D6E33D70B3A6706AD2B4","Downloaded, No Fasta Yet"
"69",69,69,69,"SRR12845708","2020/10/26 10:51:59","2020/10/20 12:51:49",10647451,1557256139,10631059,146,409,"GRCH38","https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/012544/SRR12845708","SRX9312996","Library_14","WGS","RANDOM","VIRAL RNA","PAIRED",0,0,"ILLUMINA","NextSeq 550","SRP287708","PRJNA669945",NA,669945,"SRS7537962","SAMN16481278","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","isolate_14",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UCL","SRA1145348",NA,"public","C62F5C0FFA82A17ECBEB0352E2C4E27D","02B9BD5D1D7A087F5E5B3B2D9BAEB703","No Cigar"
"70",70,70,70,"SRR12845774","2020/10/26 10:51:59","2020/10/20 12:47:34",874566,128005477,873362,146,31,"GRCH38","https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/012544/SRR12845774","SRX9312930","Library_15","WGS","RANDOM","VIRAL RNA","PAIRED",0,0,"ILLUMINA","NextSeq 550","SRP287708","PRJNA669945",NA,669945,"SRS7537896","SAMN16481279","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","isolate_15",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UCL","SRA1145348",NA,"public","D4628292BD49D81097706E762CB09B9D","41BCFDD404223A23EAC76C7F9063F700","No Cigar"
"71",71,71,71,"SRR12845769","2020/10/26 10:51:59","2020/10/20 12:46:55",57668,8438484,57527,146,2,"GRCH38","https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/012544/SRR12845769","SRX9312935","Library_23","WGS","RANDOM","VIRAL RNA","PAIRED",0,0,"ILLUMINA","NextSeq 550","SRP287708","PRJNA669945",NA,669945,"SRS7537901","SAMN16481284","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","isolate_23",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UCL","SRA1145348",NA,"public","897064583261412D3EE54256F1F8CF1B","6B211CC708D136EEBAC7144C0EC4C591","No Cigar"
"72",72,72,72,"SRR12845767","2020/10/26 10:51:59","2020/10/20 12:46:48",56088,8181297,56015,145,2,"GRCH38","https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/012544/SRR12845767","SRX9312937","Library_28","WGS","RANDOM","VIRAL RNA","PAIRED",0,0,"ILLUMINA","NextSeq 550","SRP287708","PRJNA669945",NA,669945,"SRS7537903","SAMN16481286","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","isolate_28",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UCL","SRA1145348",NA,"public","DB811A1BE5A7DA546341A01D2A88A1F0","13D43A3A93039FDCB42957C01219C0EB","No Cigar"
"73",73,73,73,"SRR12845761","2020/10/26 10:51:59","2020/10/20 12:50:21",4590497,667161567,4583051,145,161,"GRCH38","https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/012544/SRR12845761","SRX9312943","Library_33","WGS","RANDOM","VIRAL RNA","PAIRED",0,0,"ILLUMINA","NextSeq 550","SRP287708","PRJNA669945",NA,669945,"SRS7537909","SAMN16481291","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","isolate_33",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UCL","SRA1145348",NA,"public","A7AE170030E5D496C8706B01336DAB96","8CE85CF628361C5DFBB2FB967BA62B20","No Cigar"
"74",74,74,74,"SRR12845754","2020/10/26 10:51:59","2020/10/20 12:46:05",24864,3639282,24816,146,1,"GRCH38","https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/012544/SRR12845754","SRX9312950","Library_42","WGS","RANDOM","VIRAL RNA","PAIRED",0,0,"ILLUMINA","NextSeq 550","SRP287708","PRJNA669945",NA,669945,"SRS7537916","SAMN16481298","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","isolate_42",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UCL","SRA1145348",NA,"public","6E8B4ABCE1F6506C8C0265850D651C66","FCA6332CAE29536582524F83DB664B5D","No Cigar"
"75",75,75,75,"SRR12845749","2020/10/26 10:51:59","2020/10/20 12:46:02",261324,38255363,260931,146,9,"GRCH38","https://sra-download.ncbi.nlm.nih.gov/traces/sra31/SRR/012544/SRR12845749","SRX9312955","Library_46","WGS","RANDOM","VIRAL RNA","PAIRED",0,0,"ILLUMINA","NextSeq 550","SRP287708","PRJNA669945",NA,669945,"SRS7537921","SAMN16481302","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","isolate_46",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UCL","SRA1145348",NA,"public","D1DD7173294D97D879300F5675D8C104","9E104BB60005511E3682B3829B97AD2C","No Cigar"
"76",76,76,76,"SRR12845747","2020/10/26 10:51:59","2020/10/20 12:46:23",862810,126214583,861510,146,29,"GRCH38","https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/012544/SRR12845747","SRX9312957","Library_48","WGS","RANDOM","VIRAL RNA","PAIRED",0,0,"ILLUMINA","NextSeq 550","SRP287708","PRJNA669945",NA,669945,"SRS7537923","SAMN16481304","simple",2697049,"Severe acute respiratory syndrome coronavirus 2","isolate_48",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"UCL","SRA1145348",NA,"public","EFB75A4DA9774CE990AC2AE4EA45481D","E83F94F4F97FDC9F1E4C5BCED0CFF694","No Cigar"
